学生ID,性别,父母收入,IQ,父母鼓励,升学计划
1799,男,27990,101,鼓励,不计划
1800,女,56070,110,鼓励,不计划
1801,男,12510,106,鼓励,不计划
1802,男,39240,107,鼓励,不计划
1803,男,65010,104,鼓励,计划
1804,男,55990,122,鼓励,计划
1805,女,47960,117,鼓励,计划
1806,女,66300,94,不鼓励,不计划
1809,男,54670,103,鼓励,计划
1810,男,60600,102,不鼓励,不计划
1812,男,28710,103,鼓励,不计划
1815,女,43900,99,不鼓励,不计划
1818,女,54500,72,不鼓励,不计划
1822,男,38000,112,不鼓励,不计划
1824,男,37170,134,鼓励,不计划
1826,女,31100,60,不鼓励,不计划
1830,女,39800,62,不鼓励,不计划
1832,女,37800,73,不鼓励,不计划
1834,女,73040,100,鼓励,计划
1835,女,40500,94,不鼓励,不计划
1837,男,36270,84,鼓励,不计划
1838,女,38970,109,鼓励,不计划
1839,男,16600,64,不鼓励,不计划
1842,女,21900,61,不鼓励,不计划
1844,男,16800,98,不鼓励,不计划
1846,男,34900,68,不鼓励,不计划
1849,女,60610,98,鼓励,计划
1852,男,28980,103,鼓励,不计划
1856,女,46750,99,鼓励,计划
1859,男,61930,111,鼓励,计划
1866,女,40900,90,不鼓励,不计划
1867,女,71700,108,不鼓励,不计划
1868,男,44550,128,鼓励,不计划
1869,男,48100,101,不鼓励,不计划
1872,女,8820,64,鼓励,不计划
1873,男,32000,81,不鼓励,不计划
1874,女,34200,94,不鼓励,计划
1875,男,48840,125,鼓励,计划
1877,男,28900,68,不鼓励,不计划
1879,女,17900,86,不鼓励,不计划
1880,女,63720,138,鼓励,不计划
1883,男,66780,86,鼓励,不计划
1885,女,42000,98,不鼓励,不计划
1,男,46500,100,不鼓励,不计划
2,男,39600,121,不鼓励,不计划
3,男,69740,102,鼓励,计划
4,女,40400,129,不鼓励,不计划
7,男,33500,110,不鼓励,不计划
11,男,33100,112,不鼓励,不计划
14,女,33000,76,鼓励,计划
15,男,24500,105,不鼓励,不计划
16,男,37400,72,不鼓励,不计划
18,女,41900,138,不鼓励,不计划
21,男,80850,124,鼓励,计划
25,男,47160,68,鼓励,不计划
26,男,81840,93,鼓励,计划
33,男,8010,76,鼓励,不计划
34,男,39900,101,不鼓励,不计划
35,女,6400,85,不鼓励,不计划
39,男,50700,82,不鼓励,不计划
41,男,9700,90,不鼓励,不计划
42,男,39000,106,不鼓励,不计划
43,女,37100,125,不鼓励,不计划
44,女,53700,93,不鼓励,不计划
45,女,35300,98,不鼓励,不计划
49,女,40000,96,不鼓励,不计划
51,女,41250,109,鼓励,计划
52,女,30200,99,不鼓励,不计划
53,男,52470,100,鼓励,不计划
55,男,30300,88,不鼓励,不计划
57,女,7800,69,不鼓励,不计划
59,女,27090,98,鼓励,不计划
61,男,79310,110,鼓励,计划
62,女,36600,109,不鼓励,不计划
63,女,66770,114,鼓励,计划
64,男,59400,103,鼓励,计划
66,女,60720,99,鼓励,计划
72,女,35550,73,鼓励,不计划
73,男,61820,107,鼓励,计划
76,女,38200,100,不鼓励,不计划
81,女,11790,98,鼓励,不计划
83,女,27990,127,鼓励,不计划
85,男,44990,105,鼓励,计划
87,女,7200,98,不鼓励,不计划
88,男,23980,99,鼓励,计划
90,女,46090,110,鼓励,计划
92,女,65520,95,鼓励,不计划
95,女,34400,72,不鼓励,不计划
96,男,58630,102,鼓励,计划
98,女,43450,133,鼓励,计划
100,女,39500,133,不鼓励,不计划
104,女,62370,103,鼓励,计划
105,男,8010,110,鼓励,不计划
106,男,67760,92,鼓励,计划
107,男,56430,107,鼓励,计划
108,男,32000,63,不鼓励,不计划
114,女,19400,108,不鼓励,不计划
116,男,33900,81,不鼓励,不计划
117,男,61820,107,鼓励,计划
123,女,23300,123,不鼓励,不计划
124,女,28000,68,不鼓励,不计划
126,女,74470,127,鼓励,计划
127,女,27450,94,鼓励,不计划
128,女,38800,95,不鼓励,不计划
129,女,14100,81,不鼓励,不计划
130,男,24400,93,不鼓励,不计划
131,男,61380,125,鼓励,计划
134,女,30700,65,不鼓励,不计划
139,女,14500,126,不鼓励,不计划
140,女,44000,94,鼓励,计划
145,男,65230,126,鼓励,计划
150,女,25000,91,不鼓励,不计划
151,男,43800,104,不鼓励,不计划
154,男,7600,99,不鼓励,不计划
155,男,11700,98,鼓励,不计划
156,女,37980,96,鼓励,不计划
159,女,74360,129,鼓励,计划
160,女,73900,124,不鼓励,计划
161,女,40770,134,鼓励,不计划
163,男,15900,78,不鼓励,不计划
165,女,41580,94,鼓励,计划
167,男,24300,98,不鼓励,不计划
168,男,56900,140,不鼓励,计划
169,女,29300,91,不鼓励,不计划
171,女,60600,132,不鼓励,计划
172,女,29370,117,鼓励,计划
173,女,13000,137,不鼓励,不计划
175,女,78320,105,鼓励,计划
176,男,59850,106,鼓励,不计划
177,女,12200,83,不鼓励,不计划
178,女,50700,98,不鼓励,不计划
179,男,17000,76,不鼓励,不计划
182,男,39800,103,不鼓励,不计划
183,女,54230,129,鼓励,计划
185,男,62810,103,鼓励,计划
186,男,43010,104,鼓励,计划
189,女,29300,95,不鼓励,不计划
191,男,27720,128,鼓励,不计划
192,男,57750,130,鼓励,计划
193,女,38500,116,鼓励,计划
195,女,10400,100,不鼓励,不计划
199,男,37400,106,鼓励,计划
200,女,13600,86,不鼓励,不计划
201,男,45700,98,不鼓励,不计划
204,女,47200,102,不鼓励,不计划
205,女,33400,108,不鼓励,不计划
206,女,14700,62,不鼓励,不计划
209,男,31050,61,鼓励,不计划
210,男,58630,72,鼓励,计划
211,女,44730,109,鼓励,不计划
212,男,60940,93,鼓励,计划
215,女,34290,104,鼓励,不计划
217,男,9900,76,鼓励,计划
218,男,13200,110,不鼓励,不计划
219,男,38790,122,鼓励,不计划
221,女,26900,100,不鼓励,不计划
222,女,70290,121,鼓励,计划
223,女,36800,91,不鼓励,不计划
225,男,49900,109,不鼓励,不计划
226,男,39500,91,不鼓励,不计划
227,男,10600,92,不鼓励,不计划
228,男,35550,84,鼓励,不计划
230,女,78540,109,鼓励,计划
232,男,44100,119,鼓励,不计划
234,女,33570,89,鼓励,不计划
235,女,34100,71,不鼓励,不计划
237,男,42570,92,鼓励,计划
239,女,13900,88,不鼓励,不计划
240,男,22600,95,不鼓励,不计划
241,女,7600,89,不鼓励,不计划
243,女,77990,135,鼓励,计划
244,男,28170,66,鼓励,不计划
246,男,26460,95,鼓励,不计划
1886,女,27300,125,不鼓励,不计划
1891,男,12240,76,鼓励,不计划
1892,男,50050,139,鼓励,计划
1894,男,69630,135,鼓励,计划
1895,男,44500,115,不鼓励,不计划
1899,男,33600,106,不鼓励,计划
1900,女,41220,127,鼓励,不计划
1901,女,9540,103,鼓励,不计划
1903,男,57090,116,鼓励,计划
1904,女,70100,60,不鼓励,不计划
1905,男,31770,119,鼓励,不计划
1906,男,31800,66,不鼓励,不计划
1910,女,38300,122,不鼓励,不计划
1914,男,40500,82,鼓励,不计划
1917,男,81620,136,鼓励,计划
1918,男,9360,72,鼓励,不计划
1923,男,9400,69,不鼓励,不计划
1928,男,55980,86,鼓励,不计划
1929,女,34300,94,不鼓励,不计划
1932,男,11430,123,鼓励,不计划
1934,男,64440,130,鼓励,不计划
1935,男,50490,120,鼓励,计划
1936,男,10890,98,鼓励,计划
1938,女,19580,117,鼓励,计划
1939,男,68200,77,鼓励,计划
1943,男,18810,125,鼓励,计划
1945,男,38000,64,不鼓励,不计划
1947,女,27000,131,鼓励,不计划
1950,女,45400,125,不鼓励,不计划
1952,男,59510,95,鼓励,计划
1953,女,74300,105,不鼓励,不计划
1955,男,26800,108,不鼓励,不计划
1956,男,72600,122,鼓励,计划
1957,男,75240,125,鼓励,计划
1958,男,44000,101,鼓励,计划
1959,男,28350,99,鼓励,不计划
1960,女,25020,92,鼓励,不计划
1961,女,62040,130,鼓励,计划
1963,男,57090,116,鼓励,计划
1964,男,55770,120,鼓励,计划
1965,女,46890,122,鼓励,不计划
1966,男,42570,121,鼓励,不计划
1970,女,80190,137,鼓励,计划
1976,男,63690,126,鼓励,计划
1978,女,49170,109,鼓励,计划
1981,男,31100,105,不鼓励,计划
1982,女,35370,60,鼓励,不计划
1983,女,52100,108,不鼓励,不计划
1985,男,66510,75,鼓励,不计划
1986,女,40100,107,不鼓励,不计划
1989,女,48500,90,不鼓励,不计划
1995,女,50580,94,鼓励,不计划
1996,男,64130,132,鼓励,计划
1999,女,30960,107,鼓励,不计划
2000,男,10890,118,鼓励,计划
2001,女,28440,110,鼓励,不计划
2002,男,24200,61,不鼓励,不计划
2003,男,5400,82,不鼓励,不计划
2007,男,61930,137,鼓励,计划
2008,男,16560,129,鼓励,不计划
2009,女,23400,107,不鼓励,不计划
2010,女,58630,100,鼓励,计划
2012,男,27270,111,鼓励,不计划
2013,女,16400,109,不鼓励,不计划
2014,女,58950,64,鼓励,不计划
2015,女,15400,77,不鼓励,计划
2017,女,45870,113,鼓励,计划
2020,男,17000,92,不鼓励,不计划
2022,女,67800,111,不鼓励,不计划
2026,男,48730,111,鼓励,计划
2030,男,33600,104,不鼓励,不计划
2033,女,79200,132,鼓励,计划
2035,男,59700,102,不鼓励,计划
2038,女,36400,122,不鼓励,计划
2042,女,49800,102,不鼓励,不计划
2046,女,20400,68,不鼓励,不计划
2047,男,41130,92,鼓励,不计划
2048,女,44460,121,鼓励,不计划
2051,女,61930,102,鼓励,计划
2053,男,78650,96,鼓励,计划
2059,女,65430,100,鼓励,不计划
2061,女,30000,93,不鼓励,不计划
2066,女,61600,96,不鼓励,不计划
2068,女,47700,102,鼓励,不计划
2069,女,60210,81,鼓励,不计划
2070,女,45980,102,鼓励,计划
2073,女,39400,90,不鼓励,计划
2075,男,36300,101,鼓励,计划
2077,男,41040,94,鼓励,不计划
2079,男,32130,97,鼓励,不计划
2080,女,31500,102,鼓励,不计划
2083,男,34020,97,鼓励,不计划
2085,男,16380,60,鼓励,不计划
2086,男,36540,113,鼓励,不计划
2090,男,8000,78,不鼓励,不计划
2093,男,39930,74,鼓励,计划
2095,女,23500,88,不鼓励,不计划
2096,男,35000,121,不鼓励,不计划
2097,女,20600,86,不鼓励,不计划
2099,女,31700,76,不鼓励,不计划
2104,女,19000,77,不鼓励,不计划
2105,男,37170,71,鼓励,不计划
2107,男,53680,100,鼓励,计划
2109,女,43900,107,不鼓励,不计划
2110,女,81730,109,鼓励,计划
2111,女,30600,86,不鼓励,不计划
2117,女,49700,96,不鼓励,不计划
2118,女,18000,86,不鼓励,不计划
2122,女,14630,101,鼓励,计划
2124,男,37800,113,鼓励,不计划
2127,男,55400,113,不鼓励,不计划
2128,女,44500,81,不鼓励,不计划
2131,男,42460,70,鼓励,计划
2133,女,29700,137,不鼓励,不计划
2134,男,48730,113,鼓励,计划
2135,女,50270,91,鼓励,计划
2137,女,33800,99,不鼓励,不计划
2138,男,52580,68,鼓励,计划
2140,女,54810,115,鼓励,不计划
2142,男,43600,81,不鼓励,不计划
2145,女,44460,106,鼓励,不计划
2146,男,13200,94,不鼓励,不计划
2151,男,81730,119,鼓励,计划
2153,女,33500,68,不鼓励,不计划
2155,女,34100,99,不鼓励,不计划
2157,男,18300,62,不鼓励,不计划
2158,女,44820,108,鼓励,不计划
2162,女,28500,91,不鼓励,不计划
2164,女,20300,110,不鼓励,不计划
2165,女,33990,93,鼓励,计划
2166,女,28980,104,鼓励,不计划
2168,男,38880,101,鼓励,不计划
2169,女,28000,77,不鼓励,不计划
2172,女,50400,94,鼓励,不计划
2173,女,49320,99,鼓励,不计划
2177,女,9400,93,不鼓励,不计划
2180,男,14200,61,不鼓励,不计划
2183,男,34600,88,不鼓励,不计划
2184,女,44900,87,不鼓励,不计划
2185,女,17500,115,不鼓励,不计划
2186,男,9900,73,不鼓励,不计划
2189,女,30700,76,不鼓励,不计划
2192,男,60830,136,鼓励,计划
2193,女,29430,105,鼓励,不计划
2196,男,41000,133,不鼓励,计划
2198,男,54230,121,鼓励,计划
2200,女,35000,74,不鼓励,不计划
2201,男,17550,60,鼓励,不计划
2203,女,23900,93,不鼓励,不计划
2204,女,44460,133,鼓励,不计划
2205,男,38000,69,不鼓励,不计划
2206,女,67400,63,不鼓励,不计划
2208,男,64440,126,鼓励,不计划
2209,男,49940,108,鼓励,计划
2210,男,5100,74,不鼓励,不计划
2211,男,44330,79,鼓励,计划
2212,女,76890,124,鼓励,计划
2213,女,19620,101,鼓励,不计划
2215,男,7150,126,鼓励,计划
2216,男,35200,91,鼓励,计划
2217,女,48100,106,不鼓励,不计划
2220,女,39690,95,鼓励,不计划
2221,女,78210,102,鼓励,计划
2224,女,24000,92,不鼓励,不计划
2227,男,14040,96,鼓励,不计划
2228,男,32300,66,不鼓励,不计划
2229,女,81290,115,鼓励,计划
2230,男,49390,124,鼓励,计划
2232,女,49900,96,不鼓励,不计划
2235,女,55100,139,不鼓励,不计划
2236,男,12900,91,不鼓励,不计划
2239,男,45320,109,鼓励,计划
2241,男,74360,95,鼓励,计划
2242,女,43010,99,鼓励,计划
2244,男,43290,138,鼓励,不计划
2246,女,48200,90,不鼓励,不计划
2248,女,26500,100,不鼓励,不计划
2250,女,29700,106,不鼓励,不计划
2251,女,28500,93,不鼓励,不计划
2253,男,39700,109,不鼓励,不计划
2255,女,32580,62,鼓励,不计划
2256,女,14800,85,不鼓励,不计划
2258,女,76670,107,鼓励,计划
2259,女,42700,134,不鼓励,不计划
2260,男,36500,80,不鼓励,不计划
2262,女,45210,64,鼓励,计划
2264,男,8460,70,鼓励,不计划
2265,男,56540,118,鼓励,计划
2266,女,44440,96,鼓励,计划
2267,女,45900,94,不鼓励,不计划
2268,男,22000,110,不鼓励,不计划
2270,女,21600,96,不鼓励,不计划
2271,女,39500,78,不鼓励,不计划
2272,男,33210,98,鼓励,不计划
2274,男,27810,109,鼓励,不计划
2275,女,37300,117,不鼓励,不计划
2277,男,79750,122,鼓励,计划
2278,女,72930,86,鼓励,计划
2280,女,30100,102,不鼓励,不计划
2282,女,35550,107,鼓励,不计划
2284,女,36000,115,不鼓励,不计划
2286,男,39800,83,不鼓励,不计划
2287,男,10400,61,不鼓励,不计划
2288,男,58080,135,鼓励,计划
2289,女,28600,82,不鼓励,不计划
2290,男,14500,61,不鼓励,不计划
2292,男,45210,96,鼓励,计划
2293,女,59730,106,鼓励,计划
2297,女,55440,125,鼓励,不计划
2298,女,31100,69,不鼓励,不计划
2299,女,64130,124,鼓励,计划
2301,男,31600,137,不鼓励,不计划
2302,男,39160,102,鼓励,计划
2305,男,63910,113,鼓励,计划
2306,女,14100,76,不鼓励,不计划
2309,女,39870,68,鼓励,不计划
2310,女,56430,125,鼓励,计划
2312,男,45100,62,不鼓励,不计划
2314,女,16300,100,不鼓励,不计划
2315,女,41200,100,不鼓励,不计划
2316,男,54560,91,鼓励,计划
2317,男,7100,107,不鼓励,不计划
2318,女,74470,93,鼓励,计划
2323,男,46300,97,不鼓励,不计划
2325,女,59400,107,鼓励,计划
2326,男,37620,100,鼓励,计划
2328,男,34430,95,鼓励,计划
2330,男,31680,105,鼓励,不计划
2334,女,41300,61,不鼓励,不计划
2341,女,45300,100,不鼓励,不计划
2344,男,40000,97,不鼓励,不计划
2346,女,49300,97,不鼓励,不计划
2349,男,44880,131,鼓励,计划
2350,男,37500,69,不鼓励,不计划
2351,男,63690,138,鼓励,计划
2353,男,77660,132,鼓励,计划
2355,男,35500,109,不鼓励,不计划
2357,男,40140,89,鼓励,不计划
2358,女,43890,101,鼓励,计划
2359,女,31700,110,不鼓励,不计划
2360,女,12780,104,鼓励,不计划
2365,女,64460,130,鼓励,计划
2366,女,49700,100,不鼓励,不计划
2367,女,11600,91,不鼓励,不计划
2368,女,6800,95,不鼓励,不计划
2370,女,48300,95,不鼓励,不计划
2373,男,40860,114,鼓励,不计划
2374,男,14850,106,鼓励,不计划
2380,男,25400,62,不鼓励,不计划
2385,女,25650,66,鼓励,不计划
2387,女,65670,97,鼓励,计划
2391,男,69300,138,鼓励,计划
2393,女,70500,87,不鼓励,不计划
2394,女,31100,104,不鼓励,不计划
2396,男,38400,98,不鼓励,不计划
2397,女,76120,136,鼓励,计划
2398,男,31900,72,不鼓励,不计划
2400,男,25560,90,鼓励,不计划
2402,女,30150,95,鼓励,不计划
2407,男,22700,100,不鼓励,不计划
2409,女,41000,97,不鼓励,不计划
2411,男,70100,96,不鼓励,不计划
2413,女,11200,100,不鼓励,不计划
2414,男,29500,93,不鼓励,不计划
2418,女,34300,72,不鼓励,不计划
2420,男,60390,107,鼓励,计划
2422,女,28100,68,不鼓励,不计划
2423,男,37400,108,鼓励,计划
2425,女,56980,107,鼓励,计划
2426,男,43000,61,不鼓励,不计划
2428,女,43500,95,不鼓励,不计划
2429,女,7700,62,不鼓励,不计划
2430,女,51150,110,鼓励,计划
2431,男,35420,109,鼓励,计划
2432,男,61710,107,鼓励,计划
2434,女,49940,124,鼓励,计划
2435,男,63180,78,鼓励,不计划
2436,男,33900,125,不鼓励,计划
2437,女,31600,111,不鼓励,不计划
2440,女,27900,117,不鼓励,不计划
2441,女,39330,67,鼓励,不计划
2445,男,26900,70,不鼓励,不计划
2448,女,12700,102,不鼓励,不计划
2449,女,41470,129,鼓励,计划
2451,女,49400,99,不鼓励,不计划
2452,女,47200,98,不鼓励,不计划
2455,女,44910,93,鼓励,不计划
2456,女,72600,102,鼓励,计划
2457,男,6200,106,不鼓励,不计划
2463,男,18400,136,不鼓励,不计划
2469,男,74690,131,鼓励,计划
2470,男,58500,103,鼓励,不计划
2472,男,41910,95,鼓励,计划
2475,男,40800,96,不鼓励,不计划
2480,男,15100,72,不鼓励,不计划
2482,男,27180,101,鼓励,不计划
2484,女,41580,105,鼓励,计划
2488,女,76010,127,鼓励,计划
2490,女,65450,122,鼓励,计划
2491,女,37170,95,鼓励,不计划
2493,男,39600,96,不鼓励,不计划
2496,男,31400,95,不鼓励,不计划
2497,女,66110,108,鼓励,计划
2501,男,44550,108,鼓励,不计划
2506,女,34900,93,不鼓励,不计划
2507,男,76340,137,鼓励,计划
2511,男,48100,100,不鼓励,不计划
2513,女,21000,98,不鼓励,不计划
2518,女,34200,137,不鼓励,不计划
2521,男,58230,97,鼓励,不计划
2523,男,65560,111,鼓励,计划
2524,男,37400,102,鼓励,计划
2525,男,67210,114,鼓励,计划
2527,女,47700,118,不鼓励,不计划
2529,男,29300,86,不鼓励,不计划
2531,男,47800,104,不鼓励,不计划
2533,男,29610,67,鼓励,不计划
2534,男,28980,91,鼓励,不计划
2535,男,58080,81,鼓励,计划
2538,女,43900,98,不鼓励,不计划
2540,男,46860,103,鼓励,计划
2541,男,66550,104,鼓励,计划
2542,女,81730,137,鼓励,计划
2544,男,73590,92,鼓励,计划
2547,女,15400,99,不鼓励,不计划
2548,男,9800,76,不鼓励,不计划
2550,男,14130,95,鼓励,不计划
2552,女,41400,118,不鼓励,不计划
2554,女,61380,121,鼓励,计划
2555,女,33400,99,不鼓励,不计划
2560,男,16800,81,不鼓励,不计划
2561,女,39900,93,不鼓励,不计划
2563,男,53640,100,鼓励,不计划
2565,女,37620,111,鼓励,不计划
2568,女,24300,97,不鼓励,不计划
2570,女,8910,99,鼓励,计划
2571,女,9540,124,鼓励,不计划
2576,男,31230,132,鼓励,不计划
2577,女,40400,101,不鼓励,不计划
2578,女,52910,131,鼓励,计划
2579,男,69190,90,鼓励,计划
2581,男,35530,92,鼓励,计划
2584,女,64900,104,鼓励,计划
2586,男,40230,83,鼓励,不计划
2587,男,36700,107,不鼓励,不计划
2588,女,19800,98,不鼓励,不计划
2589,女,6030,91,鼓励,不计划
2593,女,48300,102,不鼓励,不计划
2595,男,30900,136,不鼓励,不计划
